Category,Manufacturer,Model,Selection.Model,Usage.hours,Year,Age.at.the.sale,Year.of.Sale,Location.code.ISO,Price,Currency,Origine.Data,URL,Id,annonce_id,clean_model,scrap_id
nacelle élévatrice-automotrice,Manitou,105VJR,105VJR,680,2007,8,2015,FR,12500,EUR,http://www.machineryzone.fr,http://www.machineryzone.fr/occasion/nacelle-automotrice/5440102/manitou-105vjr.html,http://www.machineryzone.fr/occasion/nacelle-automotrice/5440102/manitou-105vjr.html,79510,105VJR,1622
nacelle-automotrice,Manitou,105VJR,105VJR,0,2007,8,2015,FR,9500,EUR,http://www.machineryzone.fr,http://www.machineryzone.fr/occasion/nacelle-automotrice/5927786/manitou-105vjr.html,http://www.machineryzone.fr/occasion/nacelle-automotrice/5927786/manitou-105vjr.html,79530,105VJR,1622
nacelle-automotrice,Manitou,105VJR,105VJR,406,2007,8,2015,FR,3150,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/nacelle-automotrice/5197894/manitou-105vjr.html,http://www.agriaffaires.com/occasion/nacelle-automotrice/5197894/manitou-105vjr.html,81554,105VJR,1622
nacelle-automotrice,Manitou,105VJR,105VJR,643,2007,8,2015,FR,4770,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/nacelle-automotrice/5891663/manitou-105vjr.html,http://www.agriaffaires.com/occasion/nacelle-automotrice/5891663/manitou-105vjr.html,81747,105VJR,1622
nacelle-automotrice,Manitou,105VJR,105VJR,586,2007,8,2015,FR,4770,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/nacelle-automotrice/5891662/manitou-105vjr.html,http://www.agriaffaires.com/occasion/nacelle-automotrice/5891662/manitou-105vjr.html,81917,105VJR,1622
nacelle-automotrice,Manitou,105VJR,,334,2006,10,2016,FR,9800,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/nacelle-automotrice/10692151/manitou-105vjr.html,http://www.agriaffaires.com/occasion/nacelle-automotrice/10692151/manitou-105vjr.html,93744,105VJR,1622
nacelle-automotrice,Manitou,105VJR-2,,988,2003,13,2016,FR,8000,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/nacelle-automotrice/9678657/manitou-105vjr-2.html,http://www.agriaffaires.com/occasion/nacelle-automotrice/9678657/manitou-105vjr-2.html,84808,105VJR-2,2384
Self-Propelled Aerial Platforms,Manitou,105VJR2,105VJR,509,2007,8,2015,FR,4633,USD,http://www.mascus.com,http://www.mascus.com/construction/used-self-propelled-aerial-platform/manitou-105vjr2/grcsal3l.html,http://www.mascus.com/construction/used-self-propelled-aerial-platform/manitou-105vjr2/grcsal3l.html,71181,105VJR2,1610
Self-Propelled Aerial Platforms,Manitou,105VJR2,105VJR,715,2007,8,2015,FR,4177,USD,http://www.mascus.com,http://www.mascus.com/construction/used-self-propelled-aerial-platform/manitou-105vjr2/4i9tbsir.html,http://www.mascus.com/construction/used-self-propelled-aerial-platform/manitou-105vjr2/4i9tbsir.html,71643,105VJR2,1610
nacelle-automotrice,Manitou,105VJR2,,768,2004,12,2016,FR,10500,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/nacelle-automotrice/4430566/manitou-105vjr2.html,http://www.agriaffaires.com/occasion/nacelle-automotrice/4430566/manitou-105vjr2.html,81502,105VJR2,1610
nacelle-automotrice,Manitou,105VJR2,,715,2007,9,2016,FR,10000,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/nacelle-automotrice/6036291/manitou-105vjr2.html,http://www.agriaffaires.com/occasion/nacelle-automotrice/6036291/manitou-105vjr2.html,82298,105VJR2,1610
nacelle-automotrice,Manitou,105VJR2,,10952,2005,11,2016,PL,33500,PLN,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/nacelle-automotrice/6885678/manitou-105vjr2.html,http://www.agriaffaires.com/occasion/nacelle-automotrice/6885678/manitou-105vjr2.html,83028,105VJR2,1610
nacelle-automotrice,Manitou,105VJR2,,621,2004,12,2016,PL,33000,PLN,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/nacelle-automotrice/6885662/manitou-105vjr2.html,http://www.agriaffaires.com/occasion/nacelle-automotrice/6885662/manitou-105vjr2.html,83520,105VJR2,1610
nacelle-automotrice,Manitou,105VJR2,,950,2004,12,2016,PL,32500,PLN,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/nacelle-automotrice/6885673/manitou-105vjr2.html,http://www.agriaffaires.com/occasion/nacelle-automotrice/6885673/manitou-105vjr2.html,83551,105VJR2,1610
nacelle-automotrice,Manitou,105VJR2,,334,2006,10,2016,FR,10000,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/nacelle-automotrice/9281507/manitou-105vjr2.html,http://www.agriaffaires.com/occasion/nacelle-automotrice/9281507/manitou-105vjr2.html,84235,105VJR2,1610
nacelle-automotrice,Manitou,105VJR2,,1212,2004,12,2016,PL,29500,PLN,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/nacelle-automotrice/9825975/manitou-105vjr2.html,http://www.agriaffaires.com/occasion/nacelle-automotrice/9825975/manitou-105vjr2.html,85026,105VJR2,1610
nacelle-automotrice,Manitou,105VJRZ,,900,2003,13,2016,FR,9500,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/nacelle-automotrice/5963583/manitou-105vjrz.html,http://www.agriaffaires.com/occasion/nacelle-automotrice/5963583/manitou-105vjrz.html,82159,105VJRZ,2371
Telescopic Handlers,Manitou,105VRJ,,,2013,3,2016,DK,8830,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-105vrj/6i6gepff.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-105vrj/6i6gepff.html,77446,105VRJ,2064
telescopique,Manitou,1130 LST,,,1996,20,2016,CN,9500,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/8271750/manitou-1130-lst.html,http://www.agriaffaires.com/occasion/telescopique/8271750/manitou-1130-lst.html,89625,1130 LST,2537
Telescopic Handlers,Manitou,12 Ton Winch MRT 3050 P,MRT3050,0,2014,1,2015,FR,10959,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-12-ton-winch-mrt-3050-p/8gfh8hbm.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-12-ton-winch-mrt-3050-p/8gfh8hbm.html,74800,12 Ton Winch MRT 3050 P,1807
nacelle élévatrice-automotrice,Manitou,120 AE,120AETJ,630,2005,10,2015,FR,9542,EUR,http://www.machineryzone.fr,http://www.machineryzone.fr/occasion/nacelle-automotrice/5522351/manitou-120-ae.html,http://www.machineryzone.fr/occasion/nacelle-automotrice/5522351/manitou-120-ae.html,79547,120 AE,2099
nacelle-automotrice,Manitou,120 AE,,150,1999,17,2016,ES,14000,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/nacelle-automotrice/4895948/manitou-120-ae.html,http://www.agriaffaires.com/occasion/nacelle-automotrice/4895948/manitou-120-ae.html,81509,120 AE,2099
nacelle-automotrice,Manitou,120 AE,,,1998,18,2016,FR,10900,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/nacelle-automotrice/10284738/manitou-120-ae.html,http://www.agriaffaires.com/occasion/nacelle-automotrice/10284738/manitou-120-ae.html,93748,120 AE,2099
nacelle-tractee,Manitou,"120 AE - Elektro Gelenk-Arbeitsb�?hne 12, 20m",120AETJ,0,2000,15,2015,FR,8300,EUR,http://www.machineryzone.fr,http://www.machineryzone.fr/occasion/nacelle-tractee/5851454/manitou-120-ae---elektro-gelenk-arbeitsbuhne-12-20m.html,http://www.machineryzone.fr/occasion/nacelle-tractee/5851454/manitou-120-ae---elektro-gelenk-arbeitsbuhne-12-20m.html,79490,120 AE - Elektro  12 20m,2093
Self-Propelled Aerial Platforms,Manitou," 120 AE - Elektro Gelenk-Arbeitsbühne 12,20m",120AETJ,465,2000,15,2015,FR,2152,USD,http://www.mascus.com,http://www.mascus.com/construction/used-self-propelled-aerial-platform/manitou-120-ae-elektro-gelenk-arbeitsbuhne-12-20m/dlar6kit.html,http://www.mascus.com/construction/used-self-propelled-aerial-platform/manitou-120-ae-elektro-gelenk-arbeitsbuhne-12-20m/dlar6kit.html,71183,120 AE - Elektro  1220m,1612
Self-Propelled Aerial Platforms,Manitou,"120 AE - Elektro Gelenk-Arbeitsbühne 12,20m",,465,2000,15,2015,FR,2175,USD,http://www.mascus.com,http://www.mascus.com/construction/used-self-propelled-aerial-platform/manitou-120-ae-elektro-gelenk-arbeitsbuhne-12-20m/dmbu3u6o.html,http://www.mascus.com/construction/used-self-propelled-aerial-platform/manitou-120-ae-elektro-gelenk-arbeitsbuhne-12-20m/dmbu3u6o.html,71200,120 AE - Elektro  1220m,1612
nacelle-automotrice,Manitou,120 AET,120AETJ,600,2004,11,2015,FR,20439,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/nacelle-automotrice/3801786/manitou-120-aet.html,http://www.agriaffaires.com/occasion/nacelle-automotrice/3801786/manitou-120-aet.html,81161,120 AET,2341
Self-Propelled Aerial Platforms,Manitou,120 AET J 3D Compact,120AETJ,181,2008,7,2015,FR,13472,USD,http://www.mascus.com,http://www.mascus.com/construction/used-self-propelled-aerial-platform/manitou-120-aet-j-3d-compact/flfj8hhn.html,http://www.mascus.com/construction/used-self-propelled-aerial-platform/manitou-120-aet-j-3d-compact/flfj8hhn.html,71676,120 AET J 3D Compact,1630
nacelle-automotrice,Manitou,120 AET-J,,139,2005,11,2016,FR,13500,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/nacelle-automotrice/9763602/manitou-120-aet-j.html,http://www.agriaffaires.com/occasion/nacelle-automotrice/9763602/manitou-120-aet-j.html,84884,120 AET-J,2386
Other lifts and platforms,Manitou,120 AETJ,120AETJ,481,2006,9,2015,FR,7988,USD,http://www.mascus.com,http://www.mascus.com/construction/used-other-lifts-and-platforms/manitou-120-aetj/8sepgt3m.html,http://www.mascus.com/construction/used-other-lifts-and-platforms/manitou-120-aetj/8sepgt3m.html,68647,120 AETJ,1550
Other lifts and platforms,Manitou,120 AETJ - NY PRIS !,120AETJ,370,2009,6,2015,FR,11439,USD,http://www.mascus.com,http://www.mascus.com/construction/used-other-lifts-and-platforms/manitou-120-aetj-ny-pris/gqin4m8j.html,http://www.mascus.com/construction/used-other-lifts-and-platforms/manitou-120-aetj-ny-pris/gqin4m8j.html,68779,120 AETJ - NY PRIS,1581
Farm Equipment - Others,Manitou,120 AETJ C,120AETJ,165,2010,5,2015,FR,30972,USD,http://www.mascus.com,http://www.mascus.com/agriculture/used-other-agricultural-machines/manitou-120-aetj-c/cj7o5lcg.html,http://www.mascus.com/agriculture/used-other-agricultural-machines/manitou-120-aetj-c/cj7o5lcg.html,68751,120 AETJ C,1573
nacelle-automotrice,Manitou,120 AETJ C -Demo-,,69,2015,1,2016,DE,33500,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/nacelle-automotrice/8310949/manitou-120-aetj-c-demo.html,http://www.agriaffaires.com/occasion/nacelle-automotrice/8310949/manitou-120-aetj-c-demo.html,94573,120 AETJ C -Demo-,2788
nacelle-automotrice,Manitou,120 AETJ C 3D,,850,2003,13,2016,BE,17500,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/nacelle-automotrice/9238181/manitou-120-aetj-c-3d.html,http://www.agriaffaires.com/occasion/nacelle-automotrice/9238181/manitou-120-aetj-c-3d.html,84010,120 AETJ C 3D,2380
Self-Propelled Aerial Platforms,Manitou,120 AETJ-C,120AETJ,221,2006,9,2015,FR,10212,USD,http://www.mascus.com,http://www.mascus.com/construction/used-self-propelled-aerial-platform/manitou-120-aetj-c-batt-new/drds5p4l.html,http://www.mascus.com/construction/used-self-propelled-aerial-platform/manitou-120-aetj-c-batt-new/drds5p4l.html,71175,120 AETJ-C,1608
nacelle élévatrice-automotrice,Manitou,120 AETJ-C,120AETJ,220,2006,9,2015,FR,17200,EUR,http://www.machineryzone.fr,http://www.machineryzone.fr/occasion/nacelle-automotrice/5849320/manitou-120-aetj-batt-new.html,http://www.machineryzone.fr/occasion/nacelle-automotrice/5849320/manitou-120-aetj-batt-new.html,79529,120 AETJ-C,1608
nacelle-automotrice,Manitou,120 AETJ-C,120AETJ,611,2006,9,2015,FR,4320,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/nacelle-automotrice/4320649/manitou-120-aetj.html,http://www.agriaffaires.com/occasion/nacelle-automotrice/4320649/manitou-120-aetj.html,81480,120 AETJ-C,1608
nacelle-automotrice,Manitou,120 AETJ-C,120AETJ,220,2006,9,2015,FR,8532,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/nacelle-automotrice/5942527/manitou-120-aetj-batt-new.html,http://www.agriaffaires.com/occasion/nacelle-automotrice/5942527/manitou-120-aetj-batt-new.html,82735,120 AETJ-C,1608
aerial-work-platforms,Manitou,120 AETJ-C 3D,,96,2012,4,2016,,34500,EUR,used,http://used.manitou.com/en/machines/manitou-120-aetj-c-3d-119703e3-8d16-4e38-b9a6-6df71482f75a,http://used.manitou.com/en/machines/manitou-120-aetj-c-3d-119703e3-8d16-4e38-b9a6-6df71482f75a,8724,120 AETJ-C 3D,435
nacelle-automotrice,Manitou,120 AETJC,,720,2007,9,2016,PL,43000,PLN,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/nacelle-automotrice/9377976/manitou-120-aetjc.html,http://www.agriaffaires.com/occasion/nacelle-automotrice/9377976/manitou-120-aetjc.html,84824,120 AETJC,2385
nacelle-automotrice,Manitou,120 AETJL,,685,2008,8,2016,FR,19000,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/nacelle-automotrice/5084311/manitou-120-aetjl.html,http://www.agriaffaires.com/occasion/nacelle-automotrice/5084311/manitou-120-aetjl.html,81110,120 AETJL,2339
nacelle-automotrice,Manitou,120 ATJ 3D,120ATJ,800,2003,12,2015,FR,136350,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/nacelle-automotrice/5747817/manitou-120-atj-3d.html,http://www.agriaffaires.com/occasion/nacelle-automotrice/5747817/manitou-120-atj-3d.html,81141,120 ATJ 3D,2340
nacelle-automotrice,Manitou,120 ELX,,349,2000,16,2016,ES,5000,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/nacelle-automotrice/4393382/manitou-120-elx.html,http://www.agriaffaires.com/occasion/nacelle-automotrice/4393382/manitou-120-elx.html,81230,120 ELX,2342
nacelle-automotrice,Manitou,120 ETJ,,850,2003,13,2016,FR,13000,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/nacelle-automotrice/4769880/manitou-120-etj.html,http://www.agriaffaires.com/occasion/nacelle-automotrice/4769880/manitou-120-etj.html,81701,120 ETJ,2370
nacelle-automotrice,Manitou,120 SC,,,2012,4,2016,PL,106900,PLN,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/nacelle-automotrice/10350296/manitou-120-sc.html,http://www.agriaffaires.com/occasion/nacelle-automotrice/10350296/manitou-120-sc.html,92175,120 SC,2694
nacelle-automotrice,Manitou,120 aetj,,750,2005,10,2015,FR,12000,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/nacelle-automotrice/6148170/manitou-120-aetj.html,http://www.agriaffaires.com/occasion/nacelle-automotrice/6148170/manitou-120-aetj.html,82318,120 aetj,2373
0,Manitou,120-AETJ GELEKTELESKOPBÜHNE,120AETJ,,2004,11,2015,DE,17078,EUR,http://www.supralift.com,http://www.supralift.com/us/used-forklifts/electric/other/manitou/120-aetj-gelekteleskopbühne/5541622e5a06dcaa9c9c1529/2?&&sortCrit=ePriceDef&sortMod=asc&pageSize=500&pageNumber=0&&returnPath=itemsearch/results&langPath=us&navigationDir=FORWARD,http://www.supralift.com/us/used-forklifts/electric/other/manitou/120-aetj-gelekteleskopbühne/5541622e5a06dcaa9c9c1529/2,31520,120-AETJ,670
aerial-work-platforms,Manitou,120AE,,700,2002,14,2016,,7500,GBP,used,http://used.manitou.com/en/machines/manitou-120ae-377b18d7-3f2a-4252-8015-06f092e49469,http://used.manitou.com/en/machines/manitou-120ae-377b18d7-3f2a-4252-8015-06f092e49469,13887,120AE,463
nacelle-automotrice,Manitou,120AE,,1200,1999,17,2016,FR,9500,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/nacelle-automotrice/4790637/manitou-120ae.html,http://www.agriaffaires.com/occasion/nacelle-automotrice/4790637/manitou-120ae.html,81209,120AE,463
nacelle-automotrice,Manitou,120AE,,243,2005,11,2016,FR,7800,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/nacelle-automotrice/11151410/manitou-120ae.html,http://www.agriaffaires.com/occasion/nacelle-automotrice/11151410/manitou-120ae.html,93736,120AE,463
0,Manitou,120AETJ,120AETJ,,2005,10,2015,FR,12258,EUR,http://www.supralift.com,http://www.supralift.com/us/used-forklifts/electric/other/manitou/120aetj/558bbe1b7ed6420e349c5131/2?&&sortCrit=ePriceDef&sortMod=asc&pageSize=500&pageNumber=0&&returnPath=itemsearch/results&langPath=us&navigationDir=FORWARD,http://www.supralift.com/us/used-forklifts/electric/other/manitou/120aetj/558bbe1b7ed6420e349c5131/2,31909,120AETJ,672
Self-Propelled Aerial Platforms,Manitou,120AETJ,120AETJ,0,2003,12,2015,FR,2743,USD,http://www.mascus.com,http://www.mascus.com/construction/used-self-propelled-aerial-platform/manitou-120aetj/4ibk9q7q.html,http://www.mascus.com/construction/used-self-propelled-aerial-platform/manitou-120aetj/4ibk9q7q.html,71552,120AETJ,672
Self-Propelled Aerial Platforms,Manitou,120AETJ,120AETJ,800,2003,12,2015,FR,6465,USD,http://www.mascus.com,http://www.mascus.com/construction/used-self-propelled-aerial-platform/manitou-120aetj/7s6i5sdm.html,http://www.mascus.com/construction/used-self-propelled-aerial-platform/manitou-120aetj/7s6i5sdm.html,71945,120AETJ,672
Self-Propelled Aerial Platforms,Manitou,120AETJ,120AETJ,576,2007,8,2015,FR,11570,USD,http://www.mascus.com,http://www.mascus.com/construction/used-self-propelled-aerial-platform/other-manito-120aetj/6ibrfnio.html,http://www.mascus.com/construction/used-self-propelled-aerial-platform/other-manito-120aetj/6ibrfnio.html,71970,120AETJ,672
Self-Propelled Aerial Platforms,Manitou,120AETJ,120AETJ,712,2005,10,2015,FR,14497,USD,http://www.mascus.com,http://www.mascus.com/construction/used-self-propelled-aerial-platform/manitou-120aetj/bp3ifg6p.html,http://www.mascus.com/construction/used-self-propelled-aerial-platform/manitou-120aetj/bp3ifg6p.html,71977,120AETJ,672
nacelle-automotrice,Manitou,120AETJ,120AETJ,692,2006,9,2015,FR,7560,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/nacelle-automotrice/3519526/manitou-120aetj.html,http://www.agriaffaires.com/occasion/nacelle-automotrice/3519526/manitou-120aetj.html,81220,120AETJ,672
nacelle-automotrice,Manitou,120AETJ,120AETJ,640,2007,8,2015,FR,6795,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/nacelle-automotrice/5847707/manitou-120aetj.html,http://www.agriaffaires.com/occasion/nacelle-automotrice/5847707/manitou-120aetj.html,81743,120AETJ,672
nacelle-automotrice,Manitou,120AETJ,120AETJ,620,2007,8,2015,FR,9711,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/nacelle-automotrice/5847573/manitou-120aetj.html,http://www.agriaffaires.com/occasion/nacelle-automotrice/5847573/manitou-120aetj.html,81744,120AETJ,672
nacelle-automotrice,Manitou,120AETJ,120AETJ,576,2007,8,2015,FR,9711,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/nacelle-automotrice/5891664/manitou-120aetj.html,http://www.agriaffaires.com/occasion/nacelle-automotrice/5891664/manitou-120aetj.html,82064,120AETJ,672
nacelle-automotrice,Manitou,120AETJ,,712,2005,11,2016,FR,21800,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/nacelle-automotrice/5899885/manitou-120aetj.html,http://www.agriaffaires.com/occasion/nacelle-automotrice/5899885/manitou-120aetj.html,82455,120AETJ,672
nacelle-automotrice,Manitou,120AETJ,,650,2007,9,2016,FR,14000,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/nacelle-automotrice/9281537/manitou-120aetj.html,http://www.agriaffaires.com/occasion/nacelle-automotrice/9281537/manitou-120aetj.html,84170,120AETJ,672
nacelle-automotrice,Manitou,120AETJ,,650,2007,9,2016,FR,14000,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/nacelle-automotrice/9718642/manitou-120aetj.html,http://www.agriaffaires.com/occasion/nacelle-automotrice/9718642/manitou-120aetj.html,84973,120AETJ,672
nacelle-automotrice,Manitou,120AETJ,,600,2008,8,2016,FR,18500,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/nacelle-automotrice/10204610/manitou-120aetj.html,http://www.agriaffaires.com/occasion/nacelle-automotrice/10204610/manitou-120aetj.html,93926,120AETJ,672
